RT13Id,IsBadBuy
1,0.0
7,0.0
8,0.0
20,0.0
21,0.0
25,0.0
27,0.0
30,0.0
32,0.0
33,0.0
36,0.0
41,0.0
43,0.0
47,0.0
51,0.0
56,0.0
59,0.0
62,0.0
67,0.0
70,0.0
71,0.0
74,0.0
79,0.0
82,0.0
86,0.0
89,0.0
90,0.0
91,0.0
94,0.0
100,0.0
103,0.0
107,0.0
111,0.0
116,0.0
125,0.0
130,0.0
131,0.0
134,0.0
141,0.0
143,0.0
146,0.0
147,0.0
148,0.0
153,0.0
154,0.0
157,0.0
167,0.0
168,0.0
170,0.0
175,0.0
184,0.0
187,0.0
193,0.0
195,0.0
197,0.0
200,0.0
202,0.0
203,0.0
204,0.0
205,0.0
213,0.0
216,0.0
217,0.0
219,0.0
223,0.0
228,0.0
229,0.0
230,0.0
232,0.0
237,0.0
240,0.0
242,0.0
245,0.0
246,0.0
248,0.0
252,0.0
253,0.0
255,0.0
257,0.0
264,0.0
269,0.0
270,0.0
287,0.0
291,0.0
292,0.0
299,0.0
304,0.0
306,0.0
309,0.0
311,0.0
316,0.0
317,0.0
320,0.0
321,0.0
324,0.0
329,0.0
334,0.0
340,0.0
342,0.0
344,0.0
352,0.0
355,0.0
359,0.0
361,0.0
365,0.0
371,0.0
372,0.0
373,0.0
382,0.0
385,0.0
386,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
396,0.0
397,0.0
400,0.0
401,0.0
403,0.0
405,0.0
408,0.0
410,0.0
416,0.0
418,0.0
419,0.0
420,0.0
422,0.0
424,0.0
426,0.0
427,0.0
429,0.0
431,0.0
432,0.0
433,0.0
443,0.0
448,0.0
453,0.0
456,0.0
462,0.0
468,0.0
469,0.0
470,0.0
473,0.0
474,0.0
475,0.0
477,0.0
478,0.0
479,0.0
480,0.0
482,0.0
488,0.0
493,0.0
502,0.0
503,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
514,0.0
519,0.0
521,0.0
527,0.0
529,0.0
535,0.0
537,0.0
539,0.0
544,0.0
549,0.0
555,0.0
562,0.0
563,0.0
569,0.0
571,0.0
573,0.0
576,0.0
577,0.0
587,0.0
589,0.0
591,0.0
594,0.0
596,0.0
601,0.0
604,0.0
607,0.0
609,0.0
610,0.0
611,0.0
612,0.0
617,0.0
620,0.0
621,0.0
625,0.0
628,0.0
631,0.0
634,0.0
635,0.0
636,0.0
646,0.0
648,0.0
657,0.0
658,0.0
659,0.0
661,0.0
664,0.0
678,0.0
679,0.0
681,0.0
684,0.0
685,0.0
690,0.0
694,0.0
701,0.0
702,0.0
703,0.0
705,0.0
706,0.0
708,0.0
709,0.0
710,0.0
711,0.0
